Date,Vitesse du vent moyen 10 mn,Humidité,Variation de pression en 24 heures,Précipitations dans les 24 dernières heures,Température (°C),BONAP:NO2
2022-01-06 01:00:00,2.3,89,1170.0,0.0,1.2000000000000457,40.0
2022-01-06 04:00:00,2.2,93,1010.0,0.0,0.1000000000000227,33.7
2022-01-06 07:00:00,1.5,95,930.0,0.0,-0.3999999999999772,60.6
2022-01-06 10:00:00,1.9,92,830.0,0.0,1.3000000000000114,68.9
2022-01-06 13:00:00,3.5,75,710.0,0.0,5.400000000000034,52.5
2022-01-06 16:00:00,2.4,52,560.0,0.0,5.600000000000023,44.4
2022-01-06 19:00:00,2.6,81,390.0,0.0,4.100000000000023,52.9
2022-01-06 22:00:00,3.8,84,120.0,0.0,3.6000000000000227,33.5
2022-01-07 01:00:00,4.7,82,-40.0,-0.1,3.200000000000045,15.4
2022-01-07 04:00:00,5.6,94,-270.0,0.8,2.800000000000012,16.8
2022-01-07 07:00:00,4.2,89,-440.0,0.8,3.400000000000034,42.9
2022-01-07 10:00:00,4.2,96,-500.0,1.4,4.300000000000011,63.1
2022-01-07 13:00:00,6.2,84,-590.0,1.8,6.800000000000011,30.1
2022-01-07 16:00:00,7.1,68,-480.0,1.8,7.700000000000045,44.0
2022-01-07 19:00:00,6.4,79,-730.0,1.8,6.800000000000011,31.6
2022-01-07 22:00:00,6.1,89,-830.0,3.8,6.5,15.5
2022-01-08 01:00:00,8.0,83,-420.0,4.2,5.0,15.6
2022-01-08 04:00:00,1.9,92,-90.0,3.4,2.5,34.0
2022-01-08 07:00:00,1.7,93,-30.0,3.4,3.1000000000000227,42.8
2022-01-08 10:00:00,4.0,95,-270.0,2.8,4.900000000000034,48.3
2022-01-08 13:00:00,5.2,96,-540.0,3.4,7.400000000000034,37.1
2022-01-08 16:00:00,7.2,93,-1180.0,6.4,8.100000000000023,25.3
2022-01-08 19:00:00,7.9,95,-1650.0,8.6,8.400000000000034,38.7
2022-01-08 22:00:00,9.5,84,-1570.0,8.8,7.700000000000045,11.3
2022-01-09 01:00:00,8.4,82,-1420.0,9.6,6.100000000000023,11.5
2022-01-09 04:00:00,6.6,82,-1190.0,9.8,4.900000000000034,9.6
2022-01-09 07:00:00,4.5,93,-1120.0,10.6,3.900000000000034,20.7
2022-01-09 10:00:00,2.0,94,-840.0,12.0,4.5,25.9
2022-01-09 13:00:00,2.7,90,-430.0,13.8,4.5,31.0
2022-01-09 16:00:00,3.0,90,240.0,11.8,5.300000000000011,50.2
2022-01-09 19:00:00,1.9,94,1040.0,9.6,4.600000000000023,52.5
2022-01-09 22:00:00,1.4,97,1330.0,7.4,3.900000000000034,61.8
2022-01-10 01:00:00,0.9,97,980.0,6.2,4.300000000000011,51.0
2022-01-10 04:00:00,1.3,98,830.0,6.0,3.300000000000012,63.4
2022-01-10 07:00:00,0.0,100,1020.0,5.2,1.6000000000000227,58.6
2022-01-10 10:00:00,2.1,100,1320.0,3.8,2.700000000000045,58.5
2022-01-10 13:00:00,2.2,100,1490.0,1.0,3.400000000000034,55.7
2022-01-10 16:00:00,1.5,97,1670.0,-0.1,3.8000000000000114,42.6
2022-01-10 19:00:00,3.2,96,1810.0,0.0,3.0,42.2
2022-01-10 22:00:00,1.6,96,1860.0,0.0,2.400000000000034,32.3
2022-01-11 01:00:00,2.6,97,1870.0,0.0,2.200000000000045,23.7
2022-01-11 04:00:00,2.6,98,1710.0,0.0,1.400000000000034,21.8
2022-01-11 07:00:00,2.3,98,1550.0,0.0,0.8000000000000114,50.5
2022-01-11 10:00:00,2.0,98,1290.0,0.0,0.4000000000000341,64.1
2022-01-11 13:00:00,1.5,95,1140.0,0.0,1.8000000000000114,47.3
2022-01-11 16:00:00,2.1,92,970.0,0.0,1.6000000000000227,
2022-01-11 19:00:00,1.3,96,830.0,0.0,0.4000000000000341,67.2
2022-01-11 22:00:00,0.9,99,750.0,0.0,-0.2999999999999545,61.8
2022-01-12 01:00:00,0.0,100,690.0,0.0,-0.6999999999999886,54.3
2022-01-12 04:00:00,1.2,100,680.0,0.0,-0.8999999999999773,57.8
2022-01-12 07:00:00,1.0,100,680.0,0.0,-0.3999999999999772,64.9
2022-01-12 10:00:00,1.6,100,700.0,0.0,-0.3999999999999772,76.0
2022-01-12 13:00:00,1.1,95,690.0,0.0,2.900000000000034,77.6
2022-01-12 16:00:00,2.2,78,620.0,0.0,4.5,76.5
2022-01-12 19:00:00,2.0,82,550.0,0.0,4.5,72.8
2022-01-12 22:00:00,3.9,88,510.0,0.0,4.400000000000034,45.0
2022-01-13 01:00:00,2.6,98,450.0,0.0,3.0,36.0
2022-01-13 04:00:00,2.2,100,390.0,0.0,2.0,28.9
2022-01-13 07:00:00,3.1,100,270.0,0.0,1.2000000000000457,43.2
2022-01-13 10:00:00,3.1,100,140.0,0.0,1.400000000000034,52.6
2022-01-13 13:00:00,3.2,100,60.0,0.0,1.8000000000000114,52.1
2022-01-13 16:00:00,3.3,97,-10.0,0.0,2.400000000000034,60.7
2022-01-13 19:00:00,2.4,98,-80.0,0.0,1.1000000000000227,53.7
2022-01-13 22:00:00,3.1,96,-180.0,0.0,1.3000000000000114,49.9
2022-01-14 01:00:00,1.1,96,-300.0,0.0,0.6000000000000227,49.7
2022-01-14 04:00:00,0.9,99,-380.0,0.0,0.4000000000000341,48.3
2022-01-14 07:00:00,1.4,99,-410.0,0.0,-0.1999999999999886,59.7
2022-01-14 10:00:00,1.7,97,-430.0,0.0,1.0,59.2
2022-01-14 13:00:00,1.9,73,-500.0,0.0,4.7000000000000455,57.6
2022-01-14 16:00:00,1.8,67,-570.0,0.0,6.7000000000000455,65.3
2022-01-14 19:00:00,0.5,85,-580.0,0.0,2.6000000000000227,62.4
2022-01-14 22:00:00,1.0,95,-680.0,0.0,0.7000000000000455,65.8
2022-01-15 01:00:00,1.2,96,-720.0,0.0,-0.3999999999999772,63.7
2022-01-15 04:00:00,0.8,98,-780.0,0.0,-1.3999999999999773,50.4
2022-01-15 07:00:00,0.9,98,-840.0,0.0,-2.1999999999999886,61.6
2022-01-15 10:00:00,0.0,99,-890.0,0.0,-0.0999999999999659,79.7
2022-01-15 13:00:00,1.2,79,-890.0,0.0,5.7000000000000455,90.4
2022-01-15 16:00:00,0.0,57,-900.0,0.0,9.0,76.5
2022-01-15 19:00:00,1.6,88,-840.0,0.0,2.300000000000012,46.2
2022-01-15 22:00:00,4.8,96,-640.0,0.0,-0.8999999999999773,26.4
2022-01-16 01:00:00,2.3,97,-410.0,0.0,-1.2999999999999543,23.9
2022-01-16 04:00:00,0.9,95,-180.0,0.0,-1.5,32.0
2022-01-16 07:00:00,2.2,98,30.0,0.0,-1.0,28.0
2022-01-16 10:00:00,2.3,100,210.0,-0.1,-0.1999999999999886,29.4
2022-01-16 13:00:00,6.3,95,360.0,-0.1,1.7000000000000457,29.3
2022-01-16 16:00:00,3.0,96,580.0,-0.1,2.6000000000000227,40.0
2022-01-16 19:00:00,2.5,99,700.0,-0.1,3.200000000000045,46.1
2022-01-16 22:00:00,4.0,100,760.0,-0.1,3.900000000000034,31.8
2022-01-17 01:00:00,1.2,100,830.0,0.4,4.400000000000034,21.2
2022-01-17 04:00:00,1.9,100,730.0,0.4,4.600000000000023,30.2
2022-01-17 07:00:00,1.8,99,750.0,0.4,4.900000000000034,61.2
2022-01-17 10:00:00,2.1,99,760.0,0.4,4.900000000000034,60.4
2022-01-17 13:00:00,2.0,90,750.0,0.4,6.600000000000023,47.3
2022-01-17 16:00:00,2.5,86,710.0,0.4,7.2000000000000455,43.6
2022-01-17 19:00:00,0.9,90,610.0,0.4,5.5,61.1
2022-01-17 22:00:00,1.2,97,570.0,0.4,3.8000000000000114,63.1
2022-01-18 01:00:00,1.1,98,370.0,0.0,1.400000000000034,48.2
2022-01-18 04:00:00,4.3,100,320.0,0.0,1.7000000000000457,17.2
2022-01-18 07:00:00,1.3,100,140.0,0.0,2.1000000000000227,62.6
2022-01-18 10:00:00,3.0,98,-10.0,0.0,3.8000000000000114,68.8
2022-01-18 13:00:00,5.6,64,-240.0,0.0,9.400000000000034,38.1
2022-01-18 16:00:00,4.2,64,-420.0,0.0,9.600000000000025,51.6
2022-01-18 19:00:00,1.9,78,-480.0,0.0,6.800000000000011,67.7
2022-01-18 22:00:00,3.3,90,-670.0,0.0,4.2000000000000455,51.4
2022-01-19 01:00:00,1.2,89,-750.0,0.0,4.100000000000023,25.8
2022-01-19 04:00:00,1.5,87,-890.0,0.0,3.5,27.3
2022-01-19 07:00:00,2.9,90,-900.0,0.0,3.5,51.6
2022-01-19 10:00:00,3.9,90,-840.0,0.0,4.900000000000034,49.7
2022-01-19 13:00:00,4.3,90,-710.0,0.0,5.5,42.9
2022-01-19 16:00:00,3.5,92,-660.0,-0.1,5.600000000000023,57.6
2022-01-19 19:00:00,3.0,91,-600.0,-0.1,5.600000000000023,44.1
2022-01-19 22:00:00,4.1,97,-450.0,1.0,5.600000000000023,29.8
2022-01-20 01:00:00,1.7,96,-230.0,1.8,5.7000000000000455,30.2
2022-01-20 04:00:00,3.0,96,50.0,1.8,3.0,29.5
2022-01-20 07:00:00,2.6,98,240.0,1.8,2.0,66.6
2022-01-20 10:00:00,2.6,92,340.0,1.8,3.7000000000000455,57.4
2022-01-20 13:00:00,4.2,80,450.0,1.8,6.800000000000011,35.4
2022-01-20 16:00:00,3.9,70,590.0,1.8,6.0,35.5
2022-01-20 19:00:00,5.4,78,720.0,1.8,4.400000000000034,31.1
2022-01-20 22:00:00,4.5,80,760.0,0.8,3.8000000000000114,28.7
2022-01-21 01:00:00,4.8,84,730.0,-0.1,3.5,20.5
2022-01-21 04:00:00,3.7,89,650.0,-0.1,2.0,23.0
2022-01-21 07:00:00,3.5,89,590.0,-0.1,2.6000000000000227,49.2
2022-01-21 10:00:00,2.7,88,560.0,-0.1,3.200000000000045,54.1
2022-01-21 13:00:00,2.8,80,530.0,-0.1,4.900000000000034,44.5
2022-01-21 16:00:00,3.3,76,460.0,-0.1,5.400000000000034,37.5
2022-01-21 19:00:00,1.8,87,290.0,-0.1,2.1000000000000227,61.5
2022-01-21 22:00:00,1.8,89,210.0,-0.1,1.6000000000000227,50.5
2022-01-22 01:00:00,2.1,82,120.0,-0.1,3.400000000000034,29.7
2022-01-22 04:00:00,2.4,83,50.0,-0.1,3.900000000000034,25.5
2022-01-22 07:00:00,2.3,79,10.0,-0.1,4.600000000000023,27.5
2022-01-22 10:00:00,2.0,82,-20.0,-0.1,4.5,30.7
2022-01-22 13:00:00,1.6,76,-40.0,0.0,5.5,36.6
2022-01-22 16:00:00,2.0,75,-60.0,0.0,5.900000000000034,40.2
2022-01-22 19:00:00,2.3,80,-20.0,0.0,5.100000000000023,36.5
2022-01-22 22:00:00,1.8,86,-60.0,0.0,4.5,37.5
2022-01-23 01:00:00,2.2,88,-90.0,0.0,4.300000000000011,27.0
2022-01-23 04:00:00,2.9,88,-110.0,0.0,4.0,19.3
2022-01-23 07:00:00,3.2,90,-150.0,0.0,3.6000000000000227,15.2
2022-01-23 10:00:00,2.9,88,-190.0,0.0,3.300000000000012,23.0
2022-01-23 13:00:00,3.5,86,-250.0,0.0,3.6000000000000227,25.7
2022-01-23 16:00:00,1.8,82,-340.0,0.0,4.400000000000034,33.1
2022-01-23 19:00:00,4.8,78,-400.0,0.0,4.5,30.5
2022-01-23 22:00:00,2.7,84,-410.0,0.0,2.900000000000034,38.4
2022-01-24 01:00:00,3.3,88,-390.0,0.0,1.900000000000034,32.8
2022-01-24 04:00:00,2.4,92,-380.0,0.0,0.9000000000000341,25.7
2022-01-24 07:00:00,2.2,94,-420.0,0.0,0.1000000000000227,52.3
2022-01-24 10:00:00,1.7,88,-400.0,0.0,1.900000000000034,50.4
2022-01-24 13:00:00,3.1,73,-390.0,0.0,5.5,50.1
2022-01-24 16:00:00,2.8,68,-250.0,0.0,6.900000000000034,55.6
2022-01-24 19:00:00,1.1,83,-150.0,0.0,3.6000000000000227,60.2
2022-01-24 22:00:00,1.6,96,-10.0,0.0,-0.1999999999999886,51.0
2022-01-25 01:00:00,1.5,99,40.0,0.0,-1.099999999999966,46.1
2022-01-25 04:00:00,1.8,100,120.0,0.0,-1.099999999999966,33.2
2022-01-25 07:00:00,0.0,100,190.0,0.0,-1.0,47.4
2022-01-25 10:00:00,1.3,100,170.0,0.0,-0.2999999999999545,54.5
2022-01-25 13:00:00,1.4,100,240.0,0.0,0.3000000000000113,57.8
2022-01-25 16:00:00,1.4,100,220.0,0.0,0.7000000000000455,49.3
2022-01-25 19:00:00,0.7,100,230.0,0.0,0.9000000000000341,52.2
2022-01-25 22:00:00,2.1,100,150.0,0.0,0.8000000000000114,51.5
2022-01-26 01:00:00,2.2,100,160.0,0.0,0.3000000000000113,21.2
2022-01-26 04:00:00,2.4,99,190.0,0.0,-0.2999999999999545,20.3
2022-01-26 07:00:00,1.1,96,130.0,0.0,0.3000000000000113,43.5
2022-01-26 10:00:00,1.8,92,170.0,0.0,1.0,49.7
2022-01-26 13:00:00,1.6,87,140.0,0.0,2.1000000000000227,40.4
2022-01-26 16:00:00,2.7,86,140.0,0.0,2.400000000000034,51.4
2022-01-26 19:00:00,2.1,91,40.0,0.0,2.0,46.7
2022-01-26 22:00:00,1.5,93,10.0,0.0,1.900000000000034,24.6
2022-01-27 01:00:00,1.8,89,-70.0,0.0,2.300000000000012,26.2
2022-01-27 04:00:00,3.9,94,-230.0,0.0,1.6000000000000227,31.7
2022-01-27 07:00:00,2.7,93,-230.0,0.0,1.6000000000000227,45.6
2022-01-27 10:00:00,4.6,90,-260.0,0.0,2.200000000000045,52.2
2022-01-27 13:00:00,4.8,86,-340.0,0.0,4.100000000000023,44.5
2022-01-27 16:00:00,4.9,84,-350.0,0.0,5.7000000000000455,41.8
2022-01-27 19:00:00,4.3,89,-280.0,0.0,5.900000000000034,46.5
2022-01-27 22:00:00,2.8,98,-120.0,0.2,5.900000000000034,34.8
2022-01-28 01:00:00,1.3,99,30.0,0.4,6.400000000000034,28.5
2022-01-28 04:00:00,0.7,100,270.0,0.4,4.900000000000034,31.3
2022-01-28 07:00:00,1.7,100,430.0,0.4,4.5,53.8
2022-01-28 10:00:00,1.3,100,540.0,0.4,5.400000000000034,61.9
2022-01-28 13:00:00,3.3,93,630.0,0.4,7.0,44.9
2022-01-28 16:00:00,3.1,84,610.0,0.4,6.900000000000034,43.2
2022-01-28 19:00:00,1.2,92,580.0,0.4,5.5,72.2
2022-01-28 22:00:00,3.4,93,370.0,0.2,5.5,33.2
2022-01-29 01:00:00,3.3,92,180.0,0.0,5.800000000000011,25.3
2022-01-29 04:00:00,3.6,97,-90.0,0.0,5.5,18.5
2022-01-29 07:00:00,2.7,98,-250.0,0.0,6.100000000000023,32.5
2022-01-29 10:00:00,3.9,95,-450.0,0.0,7.600000000000023,32.7
2022-01-29 13:00:00,5.5,92,-490.0,-0.1,9.0,27.7
2022-01-29 16:00:00,3.8,97,-510.0,-0.1,9.300000000000011,45.2
2022-01-29 19:00:00,5.1,91,-510.0,-0.1,9.900000000000034,24.4
2022-01-29 22:00:00,4.6,92,-400.0,-0.1,9.100000000000025,23.6
2022-01-30 01:00:00,4.0,94,-330.0,-0.1,8.900000000000034,28.5
2022-01-30 04:00:00,3.2,97,-240.0,-0.1,8.200000000000045,18.4
2022-01-30 07:00:00,2.7,73,-130.0,-0.1,7.600000000000023,19.2
2022-01-30 10:00:00,2.3,74,10.0,-0.1,7.5,33.8
2022-01-30 13:00:00,1.7,65,-20.0,-0.1,9.800000000000011,30.8
2022-01-30 16:00:00,2.4,59,-180.0,-0.1,9.200000000000044,30.4
2022-01-30 19:00:00,2.1,71,-340.0,-0.1,7.400000000000034,44.9
2022-01-30 22:00:00,1.4,75,-590.0,-0.1,6.600000000000023,37.7
2022-01-31 01:00:00,4.1,74,-830.0,0.0,6.600000000000023,14.9
2022-01-31 04:00:00,4.5,82,-1100.0,0.0,5.900000000000034,9.3
2022-01-31 07:00:00,6.0,77,-1190.0,0.2,7.600000000000023,31.5
2022-01-31 10:00:00,7.2,76,-1150.0,0.2,7.100000000000023,29.9
2022-01-31 13:00:00,5.4,73,-1040.0,0.8,7.600000000000023,16.8
2022-01-31 16:00:00,6.5,51,-670.0,1.0,7.800000000000011,23.5
2022-01-31 19:00:00,4.7,57,-290.0,1.0,5.400000000000034,36.0
2022-01-31 22:00:00,2.8,63,120.0,1.0,3.5,46.7
2022-02-01 01:00:00,3.6,79,420.0,1.0,0.9000000000000341,40.3
2022-02-01 04:00:00,3.5,81,710.0,1.0,2.700000000000045,21.6
2022-02-01 07:00:00,3.7,92,640.0,0.8,3.8000000000000114,57.1
2022-02-01 10:00:00,4.9,97,360.0,1.2,4.800000000000011,58.9
2022-02-01 13:00:00,5.1,95,160.0,0.6,7.0,
2022-02-01 16:00:00,6.4,90,-70.0,0.4,9.5,30.7
2022-02-01 19:00:00,6.2,92,-300.0,0.4,9.5,25.2
2022-02-01 22:00:00,5.8,87,-460.0,0.4,10.300000000000011,18.6
2022-02-02 01:00:00,6.8,87,-470.0,0.4,10.300000000000011,13.0
2022-02-02 04:00:00,5.4,89,-400.0,0.4,10.0,11.4
2022-02-02 07:00:00,4.9,91,-250.0,0.4,9.200000000000044,35.3
2022-02-02 10:00:00,4.9,90,10.0,-0.1,9.700000000000044,47.3
2022-02-02 13:00:00,4.9,85,170.0,-0.1,10.200000000000044,31.7
2022-02-02 16:00:00,5.0,77,300.0,0.0,10.600000000000025,37.8
2022-02-02 19:00:00,2.8,74,250.0,0.0,9.400000000000034,56.9
2022-02-02 22:00:00,2.5,81,210.0,0.0,8.900000000000034,25.1
2022-02-03 01:00:00,2.3,75,80.0,0.0,8.400000000000034,19.3
2022-02-03 04:00:00,2.8,75,-130.0,0.0,7.700000000000045,14.3
2022-02-03 07:00:00,5.0,78,-390.0,0.0,7.2000000000000455,41.5
2022-02-03 10:00:00,3.7,79,-620.0,0.0,6.7000000000000455,51.0
2022-02-03 13:00:00,3.6,80,-770.0,0.0,7.100000000000023,31.2
2022-02-03 16:00:00,2.0,83,-850.0,0.0,7.2000000000000455,41.9
2022-02-03 19:00:00,4.1,82,-810.0,0.0,7.600000000000023,48.3
2022-02-03 22:00:00,4.4,90,-770.0,0.0,7.0,26.2
2022-02-04 01:00:00,4.2,91,-650.0,0.0,6.900000000000034,19.5
2022-02-04 04:00:00,4.5,97,-540.0,-0.1,6.2000000000000455,17.8
2022-02-04 07:00:00,3.7,98,-420.0,-0.1,6.400000000000034,45.1
2022-02-04 10:00:00,4.3,95,-340.0,0.4,7.100000000000023,60.8
2022-02-04 13:00:00,5.4,89,-320.0,0.6,8.900000000000034,28.0
2022-02-04 16:00:00,6.7,75,-320.0,0.6,10.300000000000011,23.2
2022-02-04 19:00:00,3.3,74,120.0,1.2,6.100000000000023,45.4
2022-02-04 22:00:00,3.4,84,320.0,1.2,3.6000000000000227,36.1
2022-02-05 01:00:00,3.2,86,500.0,1.2,2.700000000000045,26.8
2022-02-05 04:00:00,2.1,90,690.0,1.2,1.900000000000034,26.5
2022-02-05 07:00:00,2.2,93,850.0,1.2,0.8000000000000114,48.8
2022-02-05 10:00:00,4.3,89,1000.0,0.8,3.6000000000000227,48.0
2022-02-05 13:00:00,3.9,72,1160.0,0.6,8.800000000000011,27.4
2022-02-05 16:00:00,6.1,56,1160.0,0.6,9.700000000000044,42.1
2022-02-05 19:00:00,3.9,72,700.0,0.0,6.900000000000034,43.9
2022-02-05 22:00:00,4.8,79,400.0,0.0,6.0,25.6
2022-02-06 01:00:00,6.5,80,60.0,0.0,6.7000000000000455,23.0
2022-02-06 04:00:00,7.0,85,-250.0,0.0,6.400000000000034,12.2
2022-02-06 07:00:00,6.3,88,-580.0,0.0,6.600000000000023,15.3
2022-02-06 10:00:00,8.9,89,-920.0,0.2,7.800000000000011,17.2
2022-02-06 13:00:00,9.4,88,-1150.0,1.6,9.5,17.4
2022-02-06 16:00:00,9.6,90,-1230.0,2.0,10.300000000000011,23.3
2022-02-06 19:00:00,6.0,95,-1210.0,3.8,9.700000000000044,28.7
2022-02-06 22:00:00,9.5,87,-1140.0,9.1,10.700000000000044,10.7
2022-02-07 01:00:00,5.9,74,-620.0,9.3,8.800000000000011,12.6
2022-02-07 04:00:00,5.1,68,60.0,9.3,6.5,11.4
2022-02-07 07:00:00,3.1,78,620.0,9.3,4.300000000000011,47.2
2022-02-07 10:00:00,2.8,78,1160.0,9.1,5.800000000000011,58.8
2022-02-07 13:00:00,3.7,60,1560.0,7.7,9.600000000000025,27.8
2022-02-07 16:00:00,4.4,55,1750.0,7.3,9.700000000000044,37.4
2022-02-07 19:00:00,1.1,69,1800.0,5.5,6.400000000000034,72.1
2022-02-07 22:00:00,2.2,77,1840.0,0.2,5.600000000000023,45.7
2022-02-08 01:00:00,1.6,85,1570.0,0.0,4.7000000000000455,30.6
2022-02-08 04:00:00,2.0,83,1080.0,0.0,5.5,28.9
2022-02-08 07:00:00,2.9,86,780.0,0.0,6.0,50.9
2022-02-08 10:00:00,2.9,89,510.0,0.0,7.2000000000000455,73.8
2022-02-08 13:00:00,3.6,87,230.0,0.0,8.800000000000011,50.9
2022-02-08 16:00:00,4.4,79,70.0,0.0,10.600000000000025,43.3
2022-02-08 19:00:00,2.7,85,30.0,0.0,9.200000000000044,54.3
2022-02-08 22:00:00,1.6,95,-80.0,0.0,6.800000000000011,66.9
2022-02-09 01:00:00,0.0,97,-270.0,0.0,5.400000000000034,46.7
2022-02-09 04:00:00,1.5,100,-390.0,0.0,3.400000000000034,33.8
2022-02-09 07:00:00,1.1,99,-470.0,0.0,0.3000000000000113,61.1
2022-02-09 10:00:00,1.1,96,-540.0,0.0,4.0,76.3
2022-02-09 13:00:00,2.5,66,-590.0,0.0,9.600000000000025,60.4
2022-02-09 16:00:00,1.5,54,-630.0,0.0,13.300000000000011,69.1
2022-02-09 19:00:00,2.3,71,-750.0,0.0,9.5,82.0
2022-02-09 22:00:00,1.8,91,-780.0,0.0,4.800000000000011,71.5
2022-02-10 01:00:00,1.4,86,-750.0,0.0,6.900000000000034,43.5
2022-02-10 04:00:00,3.7,95,-600.0,-0.1,6.400000000000034,15.1
2022-02-10 07:00:00,4.7,92,-460.0,-0.1,5.7000000000000455,40.4
2022-02-10 10:00:00,4.7,89,-320.0,-0.1,6.300000000000011,45.1
2022-02-10 13:00:00,5.9,75,-220.0,-0.1,9.100000000000025,37.1
2022-02-10 16:00:00,3.7,72,-180.0,-0.1,9.900000000000034,48.8
2022-02-10 19:00:00,3.9,76,-60.0,-0.1,8.900000000000034,33.0
2022-02-10 22:00:00,3.4,92,270.0,0.8,5.0,23.9
2022-02-11 01:00:00,2.7,90,470.0,0.8,4.0,27.7
2022-02-11 04:00:00,1.7,92,550.0,0.8,2.400000000000034,26.8
2022-02-11 07:00:00,2.7,95,700.0,0.8,1.3000000000000114,61.2
2022-02-11 10:00:00,2.8,91,850.0,0.8,3.7000000000000455,64.8
2022-02-11 13:00:00,2.5,69,970.0,0.8,7.800000000000011,46.4
2022-02-11 16:00:00,1.2,55,1040.0,0.8,8.700000000000045,58.5
2022-02-11 19:00:00,1.9,69,1040.0,0.8,5.2000000000000455,72.0
2022-02-11 22:00:00,0.0,82,780.0,-0.1,2.300000000000012,78.0
2022-02-12 01:00:00,1.1,86,540.0,0.0,1.6000000000000227,76.4
2022-02-12 04:00:00,0.0,90,250.0,0.0,0.7000000000000455,46.8
2022-02-12 07:00:00,1.3,91,-140.0,0.0,-0.6999999999999886,58.5
2022-02-12 10:00:00,2.3,84,-460.0,0.0,1.900000000000034,40.6
2022-02-12 13:00:00,3.2,49,-800.0,0.0,7.5,25.2
2022-02-12 16:00:00,2.6,43,-1030.0,0.0,9.0,39.6
2022-02-12 19:00:00,2.5,55,-1160.0,0.0,5.5,62.4
2022-02-12 22:00:00,2.4,72,-1210.0,0.0,2.800000000000012,45.8
2022-02-13 01:00:00,2.6,80,-1190.0,0.0,1.3000000000000114,44.0
2022-02-13 04:00:00,3.3,86,-1250.0,0.0,-0.3999999999999772,33.7
2022-02-13 07:00:00,2.5,85,-1260.0,0.0,-0.6999999999999886,41.9
2022-02-13 10:00:00,3.7,80,-1400.0,0.0,2.400000000000034,32.0
2022-02-13 13:00:00,6.7,63,-1540.0,0.0,10.400000000000034,25.4
2022-02-13 16:00:00,7.0,55,-1660.0,0.0,14.0,25.3
2022-02-13 19:00:00,4.8,58,-1760.0,0.0,12.900000000000034,37.4
